Date,State,Town,Longitude,Latitude,Sighting
12/13/17,CA,Long Beach,-118.1,33.8,5
12/12/17,FL,Crawfordville,-84.4,30.2,15
12/12/17,CA,Big Sur,-121.6,36.2,4
12/12/17,FL,Crawfordville,-84.4,30.2,30
12/11/17,SLP,San Luis PotosÃ­,-100.9,22.1,19
12/11/17,FL,Crawfordville,-84.4,30.2,30
12/11/17,FL,Crawfordville,-84.4,30.2,2
12/11/17,CA,Pomona,-117.8,34,1
12/11/17,NC,Avon,-75.5,35.4,1
12/11/17,GUA,Cortazar,-101,20.5,2
12/11/17,CA,Carmel Valley,-121.7,36.4,1
12/11/17,FL,Crawfordville,-84.4,30.2,2
12/10/17,FL,Crawfordville,-84.4,30.2,30
12/10/17,CA,Woodland,-121.9,38.7,1
12/10/17,TX,Corpus Christi,-97.4,27.8,1
12/10/17,NC,Avon,-75.5,35.4,1
12/10/17,FL,Crawfordville,-84.4,30.2,30
12/09/17,CA,Woodland,-121.9,38.7,1
12/09/17,FL,Crawfordville,-84.4,30.2,15
12/09/17,TX,Corpus Christi,-97.4,27.8,1
12/09/17,FL,Crawfordville,-84.4,30.2,1
12/08/17,CA,Glendora,-117.9,34.1,1
12/07/17,TX,Killeen,-97.7,31.1,1
12/07/17,FL,Crawfordville,-84.4,30.2,1
12/06/17,CO,Telluride,-107.8,37.9,1
12/06/17,FL,Orlando,-81.1,28.6,1
12/06/17,CA,Woodland,-121.9,38.7,1
12/06/17,SC,Charleston,-79.9,32.8,25
12/05/17,LA,Baton Rouge,-91,30.4,1
12/05/17,SC,Beaufort,-80.7,32.4,10
12/05/17,SC,Folly Beach,-79.9,32.7,20
12/05/17,TX,Corpus Christi,-97.4,27.8,2
12/05/17,NC,Avon,-75.5,35.4,2
12/04/17,FL,Ormond Beach,-81.1,29.3,1
12/04/17,TX,Corpus Christi,-97.4,27.8,1
12/04/17,FL,Fort Myers,-81.7,26.6,1
12/04/17,GA,Riceboro,-81.2,31.6,1
12/03/17,TX,Port Lavaca,-96.8,28.4,2
12/03/17,FL,Ormond Beach,-81.1,29.4,2
12/03/17,CA,Woodland,-121.9,38.7,1
12/03/17,FL,Leesburg,-81.9,28.8,1
12/03/17,LA,New Orleans,-90.1,30,1
12/03/17,TX,Port Lavaca,-96.4,28.4,5
12/03/17,TX,Gatesville,-97.9,31.3,2
12/02/17,FL,Ormond Beach,-81.1,29.3,1
12/02/17,FL,Ormond Beach,-81.1,29.3,1
12/02/17,NM,Alamogordo,-106,32.9,1
12/02/17,TX,Plano,-96.7,33,1
12/02/17,TX,Corpus Christi,-97.4,27.8,1
12/02/17,CA,Hermosa Beach,-118.4,33.9,1
12/02/17,TN,Morristown,-83.3,36.2,1
12/02/17,GA,Riceboro,-81.2,31.6,1
12/01/17,FL,Ormond Beach,-81.1,29.3,1
12/01/17,TX,Corpus Christi,-97.4,27.8,2
12/01/17,TX,Houston,-95.4,29.8,1
12/01/17,TX,San Antonio,-98.5,29.5,2
12/01/17,TX,Missouri City,-95.5,29.6,1
12/01/17,TX,Houston,-95.7,29.8,1
12/01/17,TX,Denton,-97.1,33.2,1
11/30/17,LA,New Orleans,-90.1,29.9,1
11/30/17,NC,Avon,-75.5,35.4,1
11/29/17,TX,Corpus Christi,-97.4,27.8,1
11/29/17,CA,San Rafael,-122.5,38,2
11/29/17,GA,Waycross,-82.4,31.2,2
11/29/17,FL,Jensen Beach,-80.3,27.2,1
11/28/17,SC,Mount Pleasant,-79.9,32.8,1
11/28/17,DUR,Durango,-104.6,24,1
11/28/17,GA,Waycross,-82.4,31.2,1
11/28/17,TX,Sugar Land,-95.7,29.6,2
11/28/17,LA,Shreveport,-93.7,32.4,2
11/28/17,MI,Harrisville,-83.3,44.7,1
11/28/17,NC,Avon,-75.5,35.4,2
11/27/17,FL,Port Orange,-81,29.1,1
11/27/17,FL,Port Orange,-81,29.1,1
11/27/17,FL,Ponce Inlet,-80.9,29.1,1
11/27/17,FL,Ponce Inlet,-80.9,29.1,1
11/27/17,TX,Corpus Christi,-97.4,27.8,1
11/27/17,TX,Sugar Land,-95.7,29.6,3
11/27/17,FL,Indialantic,-80.6,28.1,4
11/26/17,FL,Ormond Beach,-81.1,29.3,1
11/26/17,TX,Corpus Christi,-97.4,27.8,1
11/25/17,TX,San Antonio,-98.5,29.5,1
11/25/17,GA,Douglasville,-84.8,33.7,1
11/25/17,TX,Corpus Christi,-97.4,27.8,2
11/25/17,TX,Corpus Christi,-97.3,27.7,6
11/25/17,NC,Atlantic Beach,-76.7,34.7,1
11/24/17,LA,New Orleans,-90.1,30,2
11/24/17,TX,Houston,-95.6,29.8,4
11/24/17,UT,St. George,-113.6,37.1,1
11/24/17,CT,Greenwich,-73.6,41,1
11/24/17,CA,Berkeley,-122.3,37.9,1
11/24/17,MO,Springfield,-93.3,37.3,1
11/24/17,NC,Avon,-75.5,35.4,7
11/24/17,GA,Riceboro,-81.2,31.6,6
11/23/17,FL,Palm Bay,-80.6,28,3
11/23/17,TX,Corpus Christi,-97.4,27.8,3
11/23/17,FL,Pensacola Beach,-87.1,30.3,7
11/23/17,CA,Bishop,-118.6,37.4,1
11/22/17,SC,Isle of Palms,-79.7,32.8,2
11/22/17,CA,Bishop,-118.6,37.4,1
11/22/17,LA,Baton Rouge,-91,30.4,1
11/22/17,NM,Alamogordo,-106,32.9,6
11/22/17,CA,Bishop,-118.6,37.4,1
11/21/17,TX,Rockport,-97,28,1
11/21/17,TX,Houston,-95.5,29.9,1
11/21/17,TX,Corpus Christi,-97.4,27.8,3
11/21/17,NM,Alamogordo,-106,32.9,3
11/21/17,MS,Florence,-90.2,32.1,1
11/21/17,GA,Waycross,-82.4,31.2,3
11/21/17,NLE,Villas del Poniente,-100.4,25.8,8
11/20/17,TX,Sugar Land,-95.6,29.6,1
11/20/17,GA,Waycross,-82.4,31.2,5
11/20/17,NLE,El Mezquital,-99.7,24.1,12
11/20/17,NC,Avon,-75.5,35.4,3
11/19/17,SC,Isle of Palms,-79.7,32.8,6
11/19/17,SC,Isle of Palms,-79.7,32.8,1
11/19/17,FL,Pensacola,-87.2,30.5,1
11/19/17,TX,Hempstead,-96.1,30.2,1
11/19/17,TX,Hempstead,-96.1,30.2,1
11/19/17,FL,Mexico Beach,-85.4,29.9,12
11/19/17,TX,Corpus Christi,-97.4,27.8,3
11/19/17,SC,Greenville,-82.4,34.8,1
11/19/17,SC,Summerville,-80.2,33,2
11/19/17,SC,Myrtle Beach,-78.9,33.7,1
11/19/17,SC,Hilton Head Island,-80.7,32.1,10
11/19/17,NLE,San JoaquÃ­n de Soto,-99.9,24.3,6
11/18/17,SC,Greenville,-82.4,34.9,2
11/18/17,TX,Gause,-96.7,30.7,1
11/18/17,TX,Mount Pleasant,-95,33.2,1
11/18/17,SC,Saint Helena Island,-80.4,32.4,12
11/18/17,GA,Waycross,-82.4,31.2,3
11/18/17,TX,Round Rock,-97.7,30.5,1
11/18/17,AZ,Casa Grande,-111.8,32.9,1
11/18/17,IL,Urbana,-88.1,40.2,1
11/18/17,SC,Isle of Palms,-79.7,32.8,5
11/18/17,NC,Avon,-75.5,35.4,2
11/18/17,AZ,Tucson,-110.8,32.2,1
11/18/17,TX,Sugar Land,-95.7,29.6,2
11/18/17,TX,Port Lavaca,-96.4,28.4,8
11/18/17,VA,Virginia Beach,-76,36.9,1
11/17/17,LA,Shreveport,-93.7,32.4,4
11/17/17,TX,Austin,-97.9,30.2,3
11/17/17,TX,Austin,-97.7,30.3,6
11/17/17,TX,Granbury,-97.8,32.4,2
11/17/17,CA,Glendora,-117.9,34.1,1
11/17/17,TX,Corpus Christi,-97.4,27.8,1
11/17/17,GA,Waycross,-82.4,31.2,4
11/17/17,SC,Summerville,-80.2,33,1
11/17/17,TX,Spring Branch,-98.3,29.9,20
11/17/17,MS,Biloxi,-89,30.5,1
11/17/17,TX,Austin,-97.8,30.2,3
11/17/17,TX,Marble Falls,-98.3,30.6,2
11/17/17,NC,Avon,-75.5,35.4,1
11/17/17,GA,Riceboro,-81.2,31.6,21
11/16/17,MD,Indian Head,-77.2,38.6,1
11/16/17,TX,McQueeney,-98,29.6,3
11/16/17,AL,Jackson,-87.9,31.5,1
11/16/17,TX,Uvalde,-99.9,29.4,1
11/16/17,FL,Panama City Beach,-85.8,30.2,1000
11/16/17,NJ,Highlands,-74,40.4,1
11/16/17,TX,Live Oak,-98.3,29.5,4
11/16/17,TX,Uvalde,-99.9,29.4,5
11/16/17,TX,Fair Oaks Ranch,-98.7,29.7,8
11/16/17,TX,Austin,-97.7,30.3,3
11/16/17,NY,,-73.9,40.9,1
11/16/17,NM,Albuquerque,-106.5,35.1,2
11/16/17,TX,Corpus Christi,-97.4,27.8,1
11/16/17,TX,West Lake Hills,-97.8,30.3,3
11/16/17,MD,Easton,-76.1,38.9,1
11/16/17,VA,Newport News,-76.5,37.1,1
11/15/17,FL,Ormond Beach,-81.1,29.3,1
11/15/17,TX,Portland,-97.3,27.9,2
11/15/17,AL,Lillian,-87.4,30.4,1
11/15/17,FL,Ormond Beach,-81.1,29.4,1
11/15/17,AL,Jackson,-87.9,31.4,1
11/15/17,TX,Saginaw,-97.4,32.9,1
11/15/17,TX,Houston,-95.7,29.8,1
11/15/17,TX,Live Oak,-98.3,29.6,5
11/15/17,TX,San Antonio,-98.7,29.5,15
11/15/17,TX,Kerrville,-99.1,30,1
11/15/17,GA,Canton,-84.4,34.2,1
11/15/17,TX,Rockport,-97,28.2,8
11/15/17,FL,Clearwater,-82.7,28,5
11/15/17,TN,Pioneer,-84.4,36.4,1
11/15/17,NJ,Cape May,-75,38.9,6
11/15/17,NJ,Cape May,-74.9,38.9,2
11/15/17,TX,Sugar Land,-95.7,29.6,4
11/15/17,NC,Avon,-75.5,35.4,3
11/15/17,TX,Pipe Creek,-98.8,29.7,3
11/15/17,FL,Indian Rocks Beach,-82.8,27.9,11
11/15/17,GA,Riceboro,-81.2,31.6,1
11/14/17,LA,Arabi,-90,30,3
11/14/17,NM,Caballo,-107.3,32.9,1
11/14/17,,Noord,-70,12.5,3
11/14/17,TX,Alamo Heights,-98.5,29.5,2
11/14/17,TX,Corpus Christi,-97.4,27.8,2
11/14/17,NC,Cherokee,-83.3,35.6,2
11/14/17,COA,Cd AcuÃ±a,-101,29.3,30
11/14/17,TX,West Lake Hills,-97.8,30.3,3
11/13/17,TX,Houston,-95.4,29.8,2
11/13/17,FL,Panama City,-85.6,30.1,2
11/13/17,TX,Austin,-97.7,30.3,1
11/13/17,TX,Stephenville,-98.2,32.2,1
11/13/17,GA,Decatur,-84.3,33.8,1
11/13/17,TX,Cooper,-95.7,33.4,1
11/13/17,GA,Holly Springs,-84.5,34.2,1
11/13/17,GA,Waycross,-82.4,31.2,5
11/13/17,TX,Austin,-97.8,30.2,6
11/13/17,GA,Plains,-84.4,32.1,1
11/13/17,TX,Brenham,-96.4,30.2,2
11/13/17,TX,Live Oak,-98.3,29.6,3
11/13/17,TX,Sugar Land,-95.7,29.6,5
11/13/17,TX,San Antonio,-98.5,29.4,2
11/12/17,TX,Austin,-97.9,30.2,1
11/12/17,SC,Mount Pleasant,-79.9,32.8,6
11/12/17,ME,Wells,-70.6,43.3,1
11/12/17,TX,San Marcos,-97.9,29.9,1
11/12/17,NJ,Cape May Point,-75,38.9,1
11/12/17,AR,Fayetteville,-94.2,36.1,15
11/12/17,TX,Corpus Christi,-97.4,27.8,1
11/12/17,TX,Austin,-97.8,30.2,6
11/12/17,NM,Hillsboro,-107.6,32.9,1
11/12/17,TX,Austin,-97.7,30.3,4
11/12/17,TX,Galveston,-94.8,29.3,2
11/12/17,NAY,Tepic,-104.9,21.5,8
11/12/17,NC,Avon,-75.5,35.4,4
11/12/17,FL,Crawfordville,-84.4,30.2,2
11/12/17,FL,Crawfordville,-84.4,30.2,2
11/11/17,NM,Alamogordo,-106,32.9,1
11/11/17,FL,Lake Worth,-80.1,26.6,1
11/11/17,FL,Destin,-86.5,30.4,6
11/11/17,FL,Destin,-86.5,30.4,19
11/11/17,TX,Spring,-95.4,30.1,6
11/11/17,TX,Mexia,-96.4,31.6,2
11/11/17,TX,Corpus Christi,-97.4,27.8,1
11/11/17,AL,Montgomery,-86.2,32.4,1
11/11/17,NJ,Cape May Point,-75,38.9,5
11/11/17,CA,San Clemente,-117.6,33.4,1
11/11/17,TX,Dripping Springs,-98.1,30.2,1
11/11/17,TX,Sugar Land,-95.6,29.7,3
11/11/17,MS,Mendenhall,-89.8,32,1
11/10/17,TX,Seguin,-98,29.6,1
11/10/17,NJ,Atlantic City,-74.4,39.4,4
11/10/17,FL,Davie,-80.3,26.1,1
11/10/17,TX,Houston,-95.4,29.8,2
11/10/17,SC,Pawleys Island,-79.1,33.5,2
11/10/17,FL,Destin,-86.5,30.4,6
11/10/17,MS,Pascagoula,-88.6,30.4,1
11/10/17,AL,Robertsdale,-87.6,30.5,1
11/10/17,LA,Baton Rouge,-91,30.4,1
11/09/17,CA,Ojai,-119.2,34.4,1
11/09/17,NY,Bronx,-73.9,40.8,3
11/09/17,KY,Mount Olivet,-84,38.5,1
11/09/17,GA,Sandersville,-82.8,33,2
11/09/17,MS,Pascagoula,-88.6,30.4,1
11/09/17,PA,Newtown Square,-75.4,40,1
11/09/17,MD,Potomac,-77.2,39,1
11/09/17,NY,Mamaroneck,-73.7,40.9,1
11/09/17,FL,Jacksonville,-81.7,30.3,3
11/09/17,NY,Queens,-73.8,40.7,1
11/09/17,TX,Cypress,-95.7,30,1
11/09/17,TX,Sugar Land,-95.6,29.6,1
11/09/17,FL,Port Charlotte,-82.1,27,1
11/09/17,NJ,Middletown,-74.1,40.4,1
11/09/17,LA,Shreveport,-93.7,32.4,14
11/09/17,NJ,Long Beach Township,-74.2,39.6,6
11/09/17,PA,Pittsburgh,-79.8,40.4,1
11/09/17,GA,Saint Simons Island,-81.4,31.2,3
11/09/17,FL,Titusville,-80.8,28.6,1
11/09/17,NLE,Villas del Poniente,-100.4,25.8,4
11/09/17,NJ,Cape May Point,-75,38.9,40
11/09/17,TX,Abilene,-99.8,32.4,3
11/09/17,TX,Live Oak,-98.3,29.6,3
11/09/17,TX,Tomball,-95.6,30.1,1
11/08/17,AZ,Mesa,-111.6,33.4,1
11/08/17,TX,McAllen,-98.2,26.2,1
11/08/17,PA,Pennsylvania Furnace,-77.9,40.7,1
11/08/17,GA,Atlanta,-84.4,33.8,3
11/08/17,TAM,Cd Victoria,-99.1,23.7,1
11/08/17,PA,Pennsburg,-75.5,40.4,1
11/08/17,GA,Plains,-84.4,32.1,1
11/08/17,SC,Mount Pleasant,-79.9,32.8,16
11/08/17,ON,Toronto,-79.3,43.6,1
11/08/17,MS,Biloxi,-89,30.5,4
11/08/17,GA,Sea Island,-81.3,31.2,2
11/08/17,MS,Biloxi,-89,30.5,20
11/08/17,TX,Cypress,-95.7,30,1
11/08/17,GA,Macon,-83.8,32.8,4
11/08/17,AZ,Prescott Valley,-112.2,34.6,1
11/08/17,CA,Irvine,-117.8,33.7,2
11/08/17,NC,Southern Pines,-79.4,35.2,3
11/08/17,CA,Bishop,-118.4,37.4,1
11/07/17,GA,Atlanta,-84.3,33.9,2
11/07/17,FL,Ormond Beach,-81.1,29.3,1
11/07/17,MS,Hattiesburg,-89.3,31.3,8
11/07/17,MI,Harrisville,-83.3,44.6,1
11/07/17,TX,Austin,-97.7,30.1,1
11/07/17,AL,Hartselle,-86.9,34.4,1
11/07/17,TX,Universal City,-98.3,29.5,1
11/07/17,NJ,Teaneck,-74,40.9,1
11/07/17,TN,Oak Ridge,-84.2,36,1
11/07/17,TX,Gause,-96.7,30.7,1
11/07/17,KY,Lexington,-84.5,38,1
11/07/17,TX,Jefferson,-94.3,32.9,2
11/07/17,AL,Hartselle,-86.9,34.4,1
11/07/17,NL,San Pedro Garza Garcia,-100.4,25.6,1
11/07/17,TX,Sugar Land,-95.7,29.6,1
11/07/17,VA,Bristol,-82.2,36.6,1
11/07/17,ON,Brighton,-77.7,44,1
11/07/17,TX,Fort Hood,-97.8,31.1,3
11/07/17,NY,Cazenovia,-75.8,42.9,1
11/07/17,NJ,Allenhurst,-74,40.2,2
11/07/17,SC,Charleston,-80,32.8,2
11/07/17,TX,Cypress,-95.7,30,2
11/07/17,GA,Saint Simons Island,-81.4,31.2,5
11/07/17,TX,Temple,-97.3,31,3
11/07/17,GA,Tucker,-84.2,33.9,2
11/07/17,TX,Marshall,-94.3,32.5,1
11/07/17,GA,Statham,-83.6,34,2
11/07/17,SC,Surfside Beach,-79,33.6,3
11/06/17,GA,Plains,-84.4,32.1,2
11/06/17,TX,Austin,-97.8,30.2,5
11/06/17,MA,Stoneham,-71.1,42.5,1
11/06/17,MD,Westminster,-77.1,39.7,1
11/06/17,TX,Austin,-97.7,30.3,1
11/06/17,MS,State Line,-88.6,31.4,18
11/06/17,NC,Asheville,-82.6,35.6,1
11/06/17,TX,Caldwell,-96.7,30.7,5
11/06/17,TX,McQueeney,-98,29.6,6
11/06/17,TX,Marble Falls,-98.3,30.6,2
11/06/17,MD,Prince Frederick,-76.6,38.5,1
11/06/17,NC,Raleigh,-78.7,35.8,10
11/06/17,LA,Shreveport,-93.7,32.4,12
11/06/17,TX,Granbury,-97.8,32.5,1
11/06/17,TN,Kingsport,-82.6,36.5,1
11/06/17,NY,Mamaroneck,-73.7,40.9,24
11/06/17,MS,Biloxi,-89,30.5,7
11/06/17,NJ,Perth Amboy,-74.3,40.5,1
11/06/17,NC,Gates,-76.8,36.5,1
11/06/17,TX,Austin,-97.7,30.2,8
11/06/17,TX,Austin,-97.8,30.2,3
11/06/17,TN,Rocky Top,-84.2,36.2,12
11/06/17,TX,Jefferson,-94.3,32.9,8
11/06/17,TX,Fort Hood,-97.8,31.2,20
11/06/17,VA,Gloucester Point,-76.5,37.3,4
11/06/17,GA,Sea Island,-81.4,31.2,10
11/06/17,CT,Groton,-72,41.3,5
11/06/17,SC,Conway,-79,33.8,2
11/06/17,TX,Cypress,-95.7,30,3
11/06/17,NC,Raleigh,-78.6,35.8,1
11/06/17,TX,West Lake Hills,-97.8,30.3,1
11/06/17,NC,Southern Shores,-75.7,36.1,2
11/06/17,SC,Clarks Hill,-82.2,33.7,2
11/06/17,TX,Houston,-95.4,29.8,1
11/06/17,PA,Coopersburg,-75.4,40.5,1
11/06/17,TX,Fort Worth,-97.3,32.8,1
11/06/17,TX,Plainview,-101.7,34.2,1
11/06/17,TX,Longview,-94.8,32.5,2
11/06/17,AL,Helena,-87,33.2,3
11/06/17,TX,Marble Falls,-98.3,30.6,2
11/06/17,TX,Seguin,-98,29.6,1
11/05/17,RI,Westerly,-71.8,41.4,1
11/05/17,LA,Baton Rouge,-91,30.4,1
11/05/17,FL,Crawfordville,-84.2,30.1,5
11/05/17,FL,Crawfordville,-84.2,30.1,13
11/05/17,MO,Licking,-91.9,37.5,1
11/05/17,SC,Bluffton,-80.9,32.2,1
11/05/17,SC,Bluffton,-81,32.3,1
11/05/17,FL,Baker,-86.7,30.8,1
11/05/17,NC,Holden Beach,-78.3,33.9,30
11/05/17,MS,Hattiesburg,-89.3,31.3,4
11/05/17,FL,Jacksonville,-81.6,30.1,3
11/05/17,TX,Denton,-97.1,33.2,1
11/05/17,NJ,Magnolia,-75,39.8,1
11/05/17,TX,Austin,-97.7,30.3,1
11/05/17,MS,Biloxi,-89,30.5,7
11/05/17,AZ,Tucson,-110.8,32.2,1
11/05/17,MD,Lusby,-76.5,38.4,1
11/05/17,TX,Cibolo,-98.2,29.6,2
11/05/17,TX,Grapevine,-97.1,32.9,2
11/05/17,ON,Leamington,-82.5,41.9,3
11/05/17,GA,Dalton,-85,34.8,2
11/05/17,GUA,San Miguel de Allende,-100.7,20.9,2
11/05/17,SC,Summerville,-80.2,33,2
11/05/17,TX,Jefferson,-94.3,32.9,2
11/05/17,WV,Wheeling,-80.7,40.1,1
11/05/17,TX,Austin,-97.8,30.2,4
11/05/17,TX,West Lake Hills,-97.8,30.3,1
11/05/17,SC,Columbia,-81.2,34.1,3
11/05/17,TX,Granbury,-97.8,32.5,2
11/05/17,FL,Lady Lake,-81.9,28.9,1
11/05/17,FL,Bradenton,-82.6,27.5,1
11/05/17,TX,Waxahachie,-96.8,32.3,1
11/05/17,SC,Charleston,-80,32.8,3
11/05/17,TX,Cypress,-95.7,30,2
11/05/17,TX,Smithville,-97.2,30,20
11/05/17,ON,Morpeth,-81.9,42.4,1
11/05/17,TX,University Park,-96.8,32.8,1
11/04/17,MS,Florence,-90.2,32.1,6
11/04/17,SC,Charleston,-79.9,32.8,3
11/04/17,GA,Newnan,-84.8,33.4,1
11/04/17,NH,Wilmot,-71.9,43.4,1
11/04/17,MO,Licking,-91.9,37.5,1
11/04/17,VT,Randolph,-72.5,43.9,1
11/04/17,IN,Terre Haute,-87.4,39.4,1
11/04/17,PA,Pittsburgh,-79.9,40.5,1
11/04/17,TN,Ooltewah,-85.1,35.1,1
11/04/17,TX,Hedwigs hill,-99.1,30.7,3
11/04/17,AL,Lillian,-87.4,30.4,1
11/04/17,TX,Leander,-97.9,30.6,1
11/04/17,TX,Amarillo,-101.9,35.1,1
11/04/17,GA,Plains,-84.4,32.1,2
11/04/17,TN,Petersburg,-86.7,35.2,1
11/04/17,TX,Horseshoe Bay,-98.4,30.5,1
11/04/17,TX,San Antonio,-98.4,29.6,2
11/04/17,GA,Eatonton,-83.2,33.4,4
11/04/17,NY,Mamaroneck,-73.7,40.9,6
11/04/17,ON,Leamington,-82.5,41.9,2
11/04/17,LA,Waterproof,-91.4,31.9,2
11/04/17,AZ,Tucson,-110.9,32.2,1
11/04/17,NY,Waverly,-76.5,42,1
11/04/17,MS,Biloxi,-89,30.5,3
11/04/17,MA,Salem,-70.9,42.5,1
11/04/17,SC,Hilton Head Island,-80.8,32.2,5
11/04/17,MA,Mashpee,-70.5,41.6,1
11/04/17,TX,Austin,-97.8,30.3,1
11/04/17,TX,Boerne,-98.7,29.8,1
11/04/17,TX,Mexia,-96.4,31.6,1
11/04/17,FL,Gainesville,-82.3,29.7,1
11/04/17,SC,Columbia,-81.2,34.1,2
11/04/17,TN,Morristown,-83.3,36.2,2
11/04/17,PA,Philadelphia,-75,40,1
11/04/17,KY,Perryville,-85,37.6,1
11/04/17,TX,Cypress,-95.7,30,4
11/04/17,VA,Portsmouth,-76.4,36.8,2
11/04/17,FL,Panama City Beach,-85.8,30.2,10
11/04/17,VA,West Point,-76.8,37.5,12
11/04/17,NC,Avon,-75.5,35.4,4
11/04/17,VA,McLean,-77.2,38.9,2
11/04/17,TX,Plainview,-101.7,34.2,2
11/03/17,MS,Florence,-90.2,32.1,1
11/03/17,SC,North Myrtle Beach,-78.6,33.8,100
11/03/17,NY,Rainbow Lake,-74.2,44.5,1
11/03/17,NY,Brooklyn,-74,40.7,5
11/03/17,TX,Port Neches,-94,30,10
11/03/17,MA,Weymouth,-70.9,42.2,4
11/03/17,AL,Ozark,-85.7,31.4,1
11/03/17,MA,Lowell,-71.3,42.7,1
11/03/17,TX,Gatesville,-97.7,31.4,4
11/03/17,MA,Falmouth,-70.6,41.6,1
11/03/17,PA,Tullytown,-74.8,40.1,1
11/03/17,NH,Deerfield,-71.3,43.2,1
11/03/17,NJ,Dumont,-74,40.9,8
11/03/17,TX,Sugar Land,-95.7,29.6,4
11/03/17,MI,Charter Township of Clinton,-83,42.6,2
11/03/17,TX,Lampasas,-98.1,31.1,1
11/03/17,AL,Billingsley,-86.7,32.7,1
11/03/17,NC,Raleigh,-78.7,35.9,1
11/03/17,NC,Fletcher,-82.5,35.4,1
11/03/17,PA,Pennsburg,-75.5,40.4,1
11/03/17,GA,Evans,-82.1,33.5,1
11/03/17,AL,Huntsville,-86.6,34.7,2
11/03/17,SC,Columbia,-81.2,34.1,5
11/03/17,NY,New York,-74,40.8,1
11/03/17,TN,Allons,-85.3,36.6,1
11/03/17,CT,Stonington,-71.9,41.3,7
11/03/17,RI,Westerly,-71.9,41.3,4
11/03/17,AL,Munford,-86,33.5,1
11/03/17,RI,North Kingstown,-71.5,41.6,3
11/03/17,NJ,Englishtown,-74.4,40.3,3
11/03/17,MA,Lincoln,-71.3,42.4,1
11/03/17,PA,Lakeville,-75.2,41.4,1
11/03/17,NY,Salt Point,-73.8,41.8,1
11/03/17,MA,Acushnet,-70.9,41.7,2
11/03/17,NJ,Perth Amboy,-74.3,40.5,1
11/03/17,MD,Elkton,-75.8,39.6,1
11/03/17,NJ,Carneys Point Township,-75.5,39.7,1
11/03/17,PA,Mahanoy City,-76.1,40.8,1
11/03/17,TX,Huntsville,-95.6,30.7,60
11/03/17,NC,Avon,-75.5,35.4,5
11/03/17,NJ,Allenhurst,-74,40.2,2
11/03/17,NC,Greensboro,-79.9,36.1,1
11/03/17,SC,Saint Helena Island,-80.4,32.4,12
11/03/17,MO,Wildwood,-90.7,38.6,1
11/03/17,NJ,Cape May Point,-75,38.9,30
11/03/17,MO,Springfield,-93.3,37.3,1
11/03/17,GA,Bloomingdale,-81.3,32.2,1
11/03/17,TX,Austin,-97.8,30.3,1
11/03/17,VA,Sterling,-77.4,39,1
11/03/17,MD,Solomons,-76.5,38.3,1
11/03/17,NC,Holden Beach,-78.3,33.9,24
11/03/17,NY,New York,-74,40.8,1
11/03/17,TX,Schulenburg,-96.9,29.8,6
11/03/17,ON,Union,-81.2,42.7,2
11/03/17,TX,Fort Hood,-97.7,31.1,29
11/03/17,GA,Sea Island,-81.3,31.2,12
11/03/17,TX,Cypress,-95.7,30,4
11/03/17,TX,Houston,-95.4,29.8,1
11/03/17,GA,Riceboro,-81.2,31.6,2
11/02/17,GA,Grayson,-84,33.9,1
11/02/17,NY,Staten Island,-74.1,40.6,9
11/02/17,SC,Summerville,-80.2,33,1
11/02/17,NC,Manteo,-75.6,35.9,2
11/02/17,TN,Soddy-Daisy,-85.2,35.2,1
11/02/17,NJ,South Plainfield,-74.4,40.6,1
11/02/17,NJ,Tinton Falls,-74.1,40.3,1
11/02/17,NJ,Plainsboro,-74.6,40.3,1
11/02/17,OH,Glendale,-84.4,39.4,2
11/02/17,OH,Liberty Township,-84.4,39.4,1
11/02/17,NJ,Union,-74.3,40.7,3
11/02/17,MD,Port Republic,-76.5,38.5,1
11/02/17,NC,Avon,-75.5,35.4,7
11/02/17,MA,Framingham,-71.4,42.3,3
11/02/17,GA,Buford,-83.9,34.1,2
11/02/17,PA,Philadelphia,-75.1,40,1
11/02/17,OH,Olmsted Falls,-81.9,41.4,1
11/02/17,VA,Burke,-77.3,38.8,1
11/02/17,MA,Salem,-70.9,42.5,1
11/02/17,NC,Vass,-79.3,35.2,1
11/02/17,OH,Mason,-84.3,39.4,1
11/02/17,PA,Newtown,-75,40.3,1
11/02/17,NY,New York,-74,40.7,1
11/02/17,PA,Newtown,-75,40.3,1
11/02/17,SC,Columbia,-81.2,34.1,6
11/02/17,MA,Falmouth,-70.5,41.6,1
11/02/17,MEX,Valle de Bravo,-100.1,19.2,3
11/02/17,TX,Austin,-97.8,30.3,4
11/02/17,KY,Lexington,-84.4,38.1,2
11/02/17,FL,Tallahassee,-84.3,30.5,1
11/02/17,VA,Crozet,-78.7,38.1,1
11/02/17,NY,Larchmont,-73.8,40.9,1
11/02/17,MA,Seekonk,-71.3,41.8,4
11/02/17,NJ,Trenton,-74.8,40.2,1
11/02/17,SC,Summerville,-80.2,33,1
11/02/17,TX,McAllen,-98.2,26.3,1
11/02/17,MD,Upper Marlboro,-76.8,38.9,1
11/02/17,MA,Acushnet,-70.9,41.7,1
11/02/17,CT,Windsor,-72.7,41.9,1
11/02/17,PA,Hawley,-75.2,41.5,1
11/02/17,PA,Morrisville,-74.8,40.2,1
11/02/17,CT,Trumbull,-73.2,41.2,1
11/02/17,ON,Meaford,-80.6,44.6,1
